#Thorlabs FTS
[SpectrumHeader]
#Date,20210909
#Time,17323724
#GMTTime,15323933
#XAxisUnit,nm_air
#YAxisUnit,cal_intensity
#Average,200
#RollingAverage,0
#SpectrumSmooth,0
#SSmoothParam1,0
#SSmoothParam2,0
#SSmoothParam3,0
#SSmoothParam4,0
#IntegrationTime,0.000025
#TriggerMode,0
#InterferometerSerial,M00557480
#Source,
#AirMeasureOpt,0
#WnrMin,0.000000
#WnrMax,0.000000
#Length,3648
#Resolution,0.0000000000e+000
#ADC,0
#Instrument,0
#InstrModel,CCS200
#Type,emission
#AirTemp,0.00
#AirPressure,0.00
#AirRelHum,0.00
#Name,
#Comment,""
[Data]
2.001301880e+002,0.000000000e+000
2.003284454e+002,0.000000000e+000
2.005267181e+002,0.000000000e+000
2.007250061e+002,0.000000000e+000
2.009233246e+002,0.000000000e+000
2.011216583e+002,0.000000000e+000
2.013200226e+002,0.000000000e+000
2.015184021e+002,0.000000000e+000
2.017167969e+002,0.000000000e+000
2.019152222e+002,0.000000000e+000
2.021136627e+002,0.000000000e+000
2.023121338e+002,0.000000000e+000
2.025106201e+002,0.000000000e+000
2.027091217e+002,0.000000000e+000
2.029076538e+002,0.000000000e+000
2.031062012e+002,0.000000000e+000
2.033047791e+002,0.000000000e+000
2.035033722e+002,0.000000000e+000
2.037019806e+002,0.000000000e+000
2.039006195e+002,0.000000000e+000
2.040992737e+002,0.000000000e+000
2.042979584e+002,0.000000000e+000
2.044966583e+002,0.000000000e+000
2.046953735e+002,0.000000000e+000
2.048941193e+002,0.000000000e+000
2.050928802e+002,0.000000000e+000
2.052916718e+002,0.000000000e+000
2.054904785e+002,0.000000000e+000
2.056893005e+002,0.000000000e+000
2.058881531e+002,0.000000000e+000
2.060870209e+002,0.000000000e+000
2.062859039e+002,0.000000000e+000
2.064848175e+002,0.000000000e+000
2.066837463e+002,0.000000000e+000
2.068827057e+002,0.000000000e+000
2.070816803e+002,0.000000000e+000
2.072806854e+002,0.000000000e+000
2.074796906e+002,0.000000000e+000
2.076787415e+002,0.000000000e+000
2.078777924e+002,0.000000000e+000
2.080768738e+002,0.000000000e+000
2.082759857e+002,0.000000000e+000
2.084751129e+002,0.000000000e+000
